,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
9626,ATLANTA INTL,DC-8-61,None,5/2/2002,ABX AIR,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,33.6407,-84.4277,211
9627,DENVER INTL AIRPORT,B-737-300,None,5/3/2002,AMERICA WEST AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,39.8493,-104.6738,187
9628,METRO OAKLAND INTL,C-172,None,5/3/2002,BUSINESS,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,85.0,37.7126,-122.2197,106
9629,GREATER PITTSBURGH,B-737-400,None,5/3/2002,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110.0,40.3565,-79.9193,289
9630,CHICAGO O'HARE INTL ARPT,DORNIER 328,None,5/3/2002,AIR WISCONSIN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,,41.9803,-87.909,430
9631,GEORGE BUSH INTERCONTINENTAL,CL-RJ100/200,None,5/3/2002,SKYWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145.0,29.9902,-95.3368,134
9632,SACRAMENTO INTL,B-737-300,None,5/3/2002,AMERICA WEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,,38.575764,-121.478851,352
9633,DETROIT METRO WAYNE COUNTY ARPT,A-320,None,5/3/2002,AMERICA WEST AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0,42.2162,-83.3554,74
9634,LAMBERT-ST LOUIS INTL,A-319,None,5/3/2002,AMERICA WEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,,38.7499,-90.3748,189
9635,HOUSTON-HOBBY,B-737-300,None,5/4/2002,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Dusk,0,0,0,230.0,29.6459,-95.2769,151
9636,LAGUARDIA NY,A-319,None,5/4/2002,US AIRWAYS*,New York,Approach,Small,Rock pigeon,Day,0,0,0,165.0,40.7769,-73.874,175
9637,LOGAN INTL,EMB-135,None,5/4/2002,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,42.3656,-71.0096,146
9638,LAGUARDIA NY,CL-RJ100/200,None,5/5/2002,COMAIR AIRLINES,New York,Climb,Large,Unknown bird - large,Night,0,0,0,,40.7769,-73.874,175
9639,GEORGE BUSH INTERCONTINENTAL,MD-82,None,5/5/2002,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,210.0,29.9902,-95.3368,134
9640,SEATTLE-TACOMA INTL,B-757-200,None,5/5/2002,AMERICAN AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Night,0,0,0,,47.448,-122.3088,103
9641,PORTLAND INTL (OR),CL-RJ100/200,None,5/5/2002,HORIZON AIR,Oregon,Take-off run,Small,Tree swallow,Day,0,0,0,,45.5898,-122.5951,245
9642,ATLANTA INTL,A-320,None,5/5/2002,AMERICA WEST AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,200.0,33.6407,-84.4277,211
9643,BALTIMORE WASH INTL,B-757-200,None,5/5/2002,AMERICAN AIRLINES,Maryland,Approach,Small,Mourning dove,Night,0,0,0,180.0,39.17329,-76.68408,201
9644,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,5/6/2002,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,170.0,39.0508,-84.6673,263
9645,LOS ANGELES INTL,B-767-300,None,5/6/2002,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0,33.9416,-118.4085,166
9646,WASHINGTON DULLES INTL ARPT,B-727,None,5/7/2002,FEDEX EXPRESS,DC,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,,38.9531,-77.4565,256
9647,JOHN F KENNEDY INTL,B-767-200,None,5/7/2002,AMERICAN AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0,40.6413,-73.7781,216
9648,NEWARK LIBERTY INTL ARPT,DC-10,None,5/7/2002,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6895,-74.1745,206
9649,MEMPHIS INTL,DC-10,None,5/7/2002,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9650,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/7/2002,MILITARY,Louisiana,Approach,Small,American kestrel,Day,0,0,0,160.0,32.5019,-93.6571,435
9651,KANSAS CITY INTL,MD-80,None,5/7/2002,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0,39.3036,-94.7093,187
9652,AUSTIN-BERGSTROM INTL,B-757-200,None,5/7/2002,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,,30.1975,-97.6664,144
9653,DENVER INTL AIRPORT,A-300,None,5/8/2002,FEDEX EXPRESS,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,,39.8493,-104.6738,187
9654,JOHN F KENNEDY INTL,B-737-200,None,5/8/2002,DELTA AIR LINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210.0,40.6413,-73.7781,216
9655,MEMPHIS INTL,MD-11,None,5/8/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9656,SALT LAKE CITY INTL,DC-10-10,None,5/8/2002,FEDEX EXPRESS,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,,40.7899,-111.9791,236
9657,LIHUE ARPT,AEROS 350,None,5/8/2002,BUSINESS,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,60.0,21.9788,-159.3438,217
9658,PHOENIX SKY HARBOR,A-319,None,5/8/2002,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,250.0,33.4352,-112.0101,111
9659,PHOENIX SKY HARBOR,B-737-500,Minor,5/9/2002,SOUTHWEST AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,33.4352,-112.0101,111
9660,MEMPHIS INTL,B-727,None,5/9/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9661,WILL ROGERS WORLD ARPT,B-727,None,5/9/2002,FEDEX EXPRESS,Oklahoma,Descent,Medium,Unknown bird - medium,Night,0,0,0,160.0,35.3931,-97.6006,83
9662,RONALD REAGAN WASHINGTON NATL,DORNIER 328,None,5/9/2002,PSA AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,38.8512,-77.0402,219
9663,WILL ROGERS WORLD ARPT,T-1A,None,5/9/2002,MILITARY,Oklahoma,Take-off run,Small,Killdeer,Day,0,0,0,110.0,35.3931,-97.6006,83
9664,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,5/9/2002,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,122.0,38.9531,-77.4565,256
9665,BALTIMORE WASH INTL,B-737-300,None,5/9/2002,SOUTHWEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,210.0,39.17329,-76.68408,201
9666,SACRAMENTO INTL,B-737-200,Minor,5/10/2002,AMERICA WEST AIRLINES,California,Climb,Medium,American crow,Dawn,0,0,0,143.0,38.575764,-121.478851,352
9667,LOUISVILLE INTL ARPT,B-737-300,None,5/10/2002,US AIRWAYS*,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,,38.186,-85.7412,272
9668,PHILADELPHIA INTL,A-319,None,5/10/2002,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,145.0,39.8729,-75.2437,225
9669,METRO OAKLAND INTL,A-300,None,5/10/2002,FEDEX EXPRESS,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,37.7126,-122.2197,106
9670,CHICAGO O'HARE INTL ARPT,B-757-200,None,5/10/2002,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,180.0,41.9803,-87.909,430
9671,JOHN F KENNEDY INTL,B-767-200,None,5/11/2002,AMERICAN AIRLINES,New York,Landing Roll,Medium,Herring gull,Day,0,0,0,110.0,40.6413,-73.7781,216
9672,PORTLAND INTL (OR),B-737-500,None,5/11/2002,UNITED AIRLINES,Oregon,Approach,Small,American kestrel,Day,0,0,0,124.0,45.5898,-122.5951,245
9673,DALLAS/FORT WORTH INTL ARPT,CL-RJ100/200,None,5/11/2002,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
9674,DENVER INTL AIRPORT,B-777-200,None,5/12/2002,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0,39.8493,-104.6738,187
9675,CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,5/12/2002,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,Medium,Ring-billed gull,Day,0,0,0,,41.4058,-81.8539,98
9676,SAN ANTONIO INTL,B-737-300,None,5/12/2002,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135.0,29.5312,-98.4683,158
9677,JOHN F KENNEDY INTL,A-300,Substantial,5/12/2002,AMERICAN AIRLINES,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,110.0,40.6413,-73.7781,216
9678,HONOLULU INTL ARPT,B-717-200,None,5/12/2002,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,21.3186,-157.9253,135
9679,DENVER INTL AIRPORT,B-737-300,None,5/12/2002,AMERICA WEST AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,,39.8493,-104.6738,187
9680,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,5/12/2002,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0,39.0508,-84.6673,263
9681,BARKSDALE AIR FORCE BASE ARPT,A-10A,None,5/13/2002,MILITARY,Louisiana,Parked,Medium,Unknown bird or bat,Dawn,0,0,0,0.0,32.5019,-93.6571,435
9682,ATLANTA INTL,B-767-300,None,5/13/2002,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,33.6407,-84.4277,211
9683,PHOENIX SKY HARBOR,B-737-700,None,5/13/2002,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,250.0,33.4352,-112.0101,111
9684,PORTLAND INTL (OR),A-319,None,5/13/2002,FRONTIER AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,45.5898,-122.5951,245
9685,METRO OAKLAND INTL,B-737-300,None,5/13/2002,UNKNOWN,California,Descent,Small,Unknown bird - small,Night,0,0,0,230.0,37.7126,-122.2197,106
9686,LIHUE ARPT,B-737-200,None,5/13/2002,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Night,0,0,0,116.0,21.9788,-159.3438,217
9687,MEMPHIS INTL,A-300,None,5/14/2002,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,,35.1495,-90.049,272
9688,MEMPHIS INTL,A-300,None,5/14/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9689,SAN ANTONIO INTL,FOKKER F100,None,5/14/2002,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,190.0,29.5312,-98.4683,158
9690,HONOLULU INTL ARPT,B-737-200,None,5/14/2002,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0,21.3186,-157.9253,135
9691,EPPLEY AIRFIELD,B-737-300,None,5/14/2002,SOUTHWEST AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,190.0,41.3015,-95.8945,118
9692,WILL ROGERS WORLD ARPT,C-130H,None,5/15/2002,MILITARY,Oklahoma,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,35.3931,-97.6006,83
9693,MEMPHIS INTL,A-300,None,5/15/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9694,MEMPHIS INTL,A-310,None,5/15/2002,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9695,MINETA SAN JOSE INTL,MD-80,None,5/15/2002,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,,37.3639,-121.9289,120
9696,DETROIT METRO WAYNE COUNTY ARPT,FOKKER F100,None,5/15/2002,AMERICAN AIRLINES,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,230.0,42.2162,-83.3554,74
9697,LOGAN INTL,A-300,None,5/16/2002,UPS AIRLINES,Massachusetts,Landing Roll,Large,Unknown bird - large,Dawn,0,0,0,,42.3656,-71.0096,146
9698,DETROIT METRO WAYNE COUNTY ARPT,B-737-800,None,5/16/2002,AMERICAN AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0,42.2162,-83.3554,74
9699,DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,5/16/2002,FEDEX EXPRESS,Michigan,Climb,Medium,Unknown bird - medium,Night,0,0,0,,42.2162,-83.3554,74
9700,LOUISVILLE INTL ARPT,B-737-300,None,5/16/2002,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,,38.186,-85.7412,272
9701,BARKSDALE AIR FORCE BASE ARPT,B-1B,None,5/16/2002,MILITARY,Louisiana,Approach,Small,Barn swallow,Day,0,0,0,235.0,32.5019,-93.6571,435
9702,NEWARK LIBERTY INTL ARPT,MD-80,None,5/16/2002,DELTA AIR LINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,40.6895,-74.1745,206
9703,LAGUARDIA NY,B-757-200,None,5/16/2002,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,40.7769,-73.874,175
9704,PORTLAND INTL (OR),A-320,None,5/16/2002,AMERICA WEST AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,134.0,45.5898,-122.5951,245
9705,NASHVILLE INTL,FOKKER F100,None,5/16/2002,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130.0,36.1263,-86.6774,297
9706,WILL ROGERS WORLD ARPT,B-727-200,None,5/17/2002,FEDEX EXPRESS,Oklahoma,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,,35.3931,-97.6006,83
9707,PORTLAND INTL (OR),C-560,None,5/17/2002,UNKNOWN,Oregon,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,,45.5898,-122.5951,245
9708,MEMPHIS INTL,B-727-200,None,5/17/2002,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9709,GREATER PITTSBURGH,B-727-100,None,5/17/2002,FEDEX EXPRESS,Pennsylvania,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,110.0,40.3565,-79.9193,289
9710,MEMPHIS INTL,DC-10-10,None,5/18/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9711,LOUISVILLE INTL ARPT,B-747-1/200,None,5/18/2002,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,38.186,-85.7412,272
9712,CHICAGO O'HARE INTL ARPT,MD-82,None,5/19/2002,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,41.9803,-87.909,430
9713,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/19/2002,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,39.0508,-84.6673,263
9714,PORTLAND INTL (OR),EMB-120,None,5/19/2002,SKYWEST AIRLINES,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,45.5898,-122.5951,245
9715,PORTLAND INTL (OR),B-737-400,None,5/19/2002,ALASKA AIRLINES,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,107.0,45.5898,-122.5951,245
9716,MINNEAPOLIS-ST PAUL INTL,B-727,None,5/19/2002,BUSINESS,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,,44.8848,-93.2223,103
9717,KANSAS CITY INTL,B-737,None,5/19/2002,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,210.0,39.3036,-94.7093,187
9718,HOUSTON-HOBBY,B-737-300,None,5/19/2002,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150.0,29.6459,-95.2769,151
9719,HOUSTON-HOBBY,B-737-300,None,5/19/2002,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,240.0,29.6459,-95.2769,151
9720,KANSAS CITY INTL,A-320,None,5/19/2002,AMERICA WEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,,39.3036,-94.7093,187
9721,DALLAS/FORT WORTH INTL ARPT,MD-83,None,5/20/2002,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,135.0,32.8998,-97.0403,908
9722,SAN FRANCISCO INTL ARPT,B-777-200,None,5/20/2002,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,37.6213,-122.379,146
9723,KANSAS CITY INTL,B-737-300,None,5/20/2002,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,150.0,39.3036,-94.7093,187
9724,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,5/20/2002,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
9725,DENVER INTL AIRPORT,B-737-300,None,5/20/2002,AMERICA WEST AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0,39.8493,-104.6738,187
9726,CHICAGO MIDWAY INTL ARPT,B-737-200,None,5/20/2002,FRONTIER AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,41.7868,-87.7522,75
9727,EPPLEY AIRFIELD,B-737-700,None,5/20/2002,SOUTHWEST AIRLINES,Nebraska,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,41.3015,-95.8945,118
9728,CHICAGO O'HARE INTL ARPT,FOKKER F100,None,5/21/2002,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,41.9803,-87.909,430
9729,LAMBERT-ST LOUIS INTL,B-737-300,None,5/21/2002,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,160.0,38.7499,-90.3748,189
9730,PHILADELPHIA INTL,B-757-200,None,5/21/2002,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,175.0,39.8729,-75.2437,225
9731,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,5/21/2002,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,39.0508,-84.6673,263
9732,METRO OAKLAND INTL,B-737-300,None,5/21/2002,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0,37.7126,-122.2197,106
9733,CHICAGO O'HARE INTL ARPT,MD-80,None,5/21/2002,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,41.9803,-87.909,430
9734,TETERBORO AIRPORT,LEARJET-55,None,5/21/2002,BUSINESS,New Jersey,Landing Roll,Small,Barn owl,Night,0,0,0,130.0,40.8583,-74.0615,59
9735,DALLAS/FORT WORTH INTL ARPT,A-300,None,5/22/2002,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0,32.8998,-97.0403,908
9736,LAMBERT-ST LOUIS INTL,EMB-135,None,5/22/2002,CHAUTAUQUA AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,250.0,38.7499,-90.3748,189
9737,SALT LAKE CITY INTL,CL-RJ100/200,None,5/22/2002,SKYWEST AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150.0,40.7899,-111.9791,236
9738,INDIANAPOLIS INTL,B-727,None,5/22/2002,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,,39.7169,-86.2956,144
9739,GREATER PITTSBURGH,KC-135E,None,5/22/2002,MILITARY,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,155.0,40.3565,-79.9193,289
9740,LAMBERT-ST LOUIS INTL,B-737-300,None,5/22/2002,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,210.0,38.7499,-90.3748,189
9741,ORLANDO INTL,B-737-500,None,5/23/2002,SOUTHWEST AIRLINES,Florida,Approach,Large,Great blue heron,Dusk,0,0,0,140.0,28.4179,-81.3041,153
9742,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/23/2002,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0,32.5019,-93.6571,435
9743,PORTLAND INTL (OR),B-737,Minor,5/23/2002,AMERICA WEST AIRLINES,Oregon,Approach,Medium,Red-tailed hawk,Dusk,0,0,0,137.0,45.5898,-122.5951,245
9744,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,5/23/2002,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,210.0,32.8998,-97.0403,908
9745,DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/23/2002,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,32.8998,-97.0403,908
9746,MEMPHIS INTL,B-727-200,None,5/24/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9747,HOUSTON-HOBBY,B-737-300,None,5/24/2002,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,29.6459,-95.2769,151
9748,GREATER PITTSBURGH,B-737-400,None,5/24/2002,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,,40.3565,-79.9193,289
9749,KANSAS CITY INTL,DC-9-50,None,5/24/2002,NORTHWEST AIRLINES,Missouri,Take-off run,Small,Barn swallow,Day,0,0,0,120.0,39.3036,-94.7093,187
9750,LAMBERT-ST LOUIS INTL,B-737-300,None,5/24/2002,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0,38.7499,-90.3748,189
9751,SALT LAKE CITY INTL,B-767,None,5/25/2002,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,,40.7899,-111.9791,236
9752,METRO OAKLAND INTL,A-320,None,5/25/2002,FEDEX EXPRESS,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,37.7126,-122.2197,106
9753,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/25/2002,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,110.0,32.8998,-97.0403,908
9754,INDIANAPOLIS INTL,A-320,None,5/26/2002,AMERICA WEST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,135.0,39.7169,-86.2956,144
9755,GREATER PITTSBURGH,DORNIER 328,None,5/27/2002,PSA AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,120.0,40.3565,-79.9193,289
9756,SACRAMENTO INTL,B-737-300,None,5/27/2002,AMERICA WEST AIRLINES,California,Landing Roll,Small,Tree swallow,Day,0,0,0,,38.575764,-121.478851,352
9757,GREATER PITTSBURGH,B-737-300,None,5/27/2002,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,240.0,40.3565,-79.9193,289
9758,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,5/28/2002,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,32.8998,-97.0403,908
9759,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,5/28/2002,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,167.0,39.0508,-84.6673,263
9760,CHICAGO MIDWAY INTL ARPT,B-737,Medium,5/28/2002,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,,41.7868,-87.7522,75
9761,TETERBORO AIRPORT,CITATION X,None,5/28/2002,BUSINESS,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,40.8583,-74.0615,59
9762,DENVER INTL AIRPORT,A-320,None,5/29/2002,NORTHWEST AIRLINES,Colorado,Landing Roll,Large,Coyote,Dusk,0,0,0,,39.8493,-104.6738,187
9763,MEMPHIS INTL,MD-11,None,5/29/2002,FEDEX EXPRESS,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,,35.1495,-90.049,272
9764,SAN ANTONIO INTL,A-310,None,5/29/2002,FEDEX EXPRESS,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,,29.5312,-98.4683,158
9765,LAMBERT-ST LOUIS INTL,MD-80,None,5/29/2002,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0,38.7499,-90.3748,189
9766,BALTIMORE WASH INTL,B-737-300,None,5/29/2002,SOUTHWEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,220.0,39.17329,-76.68408,201
9767,MEMPHIS INTL,B-727-200,None,5/30/2002,FEDEX EXPRESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,35.1495,-90.049,272
9768,KANSAS CITY INTL,B-737-300,None,5/30/2002,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0,39.3036,-94.7093,187
9769,WILL ROGERS WORLD ARPT,MD-80,None,5/30/2002,AMERICAN AIRLINES,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.3931,-97.6006,83
9770,SAN ANTONIO INTL,MD-80,None,5/30/2002,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,29.5312,-98.4683,158
9771,KANSAS CITY INTL,MD-80,None,5/30/2002,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,,39.3036,-94.7093,187
9772,NASHVILLE INTL,B-737-300,Substantial,5/31/2002,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0,36.1263,-86.6774,297
9773,CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,5/31/2002,PIEDMONT AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0,35.2144,-80.9473,269
9774,MEMPHIS INTL,DC-10-10,None,5/31/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
