,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
9479,CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,3/21/2002,US AIRWAYS*,North Carolina,Approach,Large,Unknown bird - large,Night,0,0,0,,35.2144,-80.9473,269
9480,CHARLESTON AFB/INTL ARPT,C-17A,None,3/21/2002,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,,32.894268,-80.038159,242
9481,CHARLESTON AFB/INTL ARPT,C-17A,None,3/21/2002,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,80.0,32.894268,-80.038159,242
9482,RONALD REAGAN WASHINGTON NATL,A-320,None,3/21/2002,AMERICA WEST AIRLINES,DC,Approach,Medium,Ring-billed gull,Night,0,0,0,,38.8512,-77.0402,219
9483,SAN FRANCISCO INTL ARPT,B-737-300,None,3/22/2002,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,37.6213,-122.379,146
9484,PHOENIX SKY HARBOR,B-737-300,None,3/22/2002,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,250.0,33.4352,-112.0101,111
9485,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,3/23/2002,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,32.8998,-97.0403,908
9486,PORTLAND INTL (OR),A-320,None,3/25/2002,AMERICA WEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,,45.5898,-122.5951,245
9487,LOS ANGELES INTL,A-320,None,3/25/2002,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,145.0,33.9416,-118.4085,166
9488,GREATER PITTSBURGH,DHC8 DASH 8,None,3/25/2002,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Killdeer,Night,0,0,0,,40.3565,-79.9193,289
9489,RONALD REAGAN WASHINGTON NATL,A-319,None,3/26/2002,AMERICA WEST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,,38.8512,-77.0402,219
9490,LAMBERT-ST LOUIS INTL,MD-83,Substantial,3/27/2002,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Mallard,Night,0,76064,76064,240.0,38.7499,-90.3748,189
9491,LAMBERT-ST LOUIS INTL,F-15A,C,3/27/2002,MILITARY,Missouri,Approach,Medium,Unknown bird - medium,Night,0,31693,31693,180.0,38.7499,-90.3748,189
9492,SALT LAKE CITY INTL,B-767,None,3/27/2002,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.7899,-111.9791,236
9493,WILL ROGERS WORLD ARPT,B-737-300,None,3/27/2002,SOUTHWEST AIRLINES,Oklahoma,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,35.3931,-97.6006,83
9494,MINNEAPOLIS-ST PAUL INTL,CITATION II,Minor,3/28/2002,BUSINESS,Minnesota,Approach,Large,Canada goose,Day,0,0,0,140.0,44.8848,-93.2223,103
9495,INDIANAPOLIS INTL,A-320,None,3/28/2002,FEDEX EXPRESS,Indiana,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,,39.7169,-86.2956,144
9496,CHICAGO MIDWAY INTL ARPT,DC-9-30,None,3/28/2002,AIRTRAN AIRWAYS,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0,41.7868,-87.7522,75
9497,CHICAGO MIDWAY INTL ARPT,B-717-200,None,3/28/2002,AIRTRAN AIRWAYS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,41.7868,-87.7522,75
9498,BALTIMORE WASH INTL,B-737-800,None,3/28/2002,AMERICAN AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0,39.17329,-76.68408,201
9499,DALLAS/FORT WORTH INTL ARPT,A-320,None,3/28/2002,AMERICA WEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
9500,HOUSTON-HOBBY,EMB-145,None,3/29/2002,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,120.0,29.6459,-95.2769,151
9501,ATLANTA INTL,CL-RJ100/200,None,3/29/2002,ATLANTIC SOUTHEAST,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0,33.6407,-84.4277,211
9502,WASHINGTON DULLES INTL ARPT,A-319,None,3/29/2002,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,170.0,38.9531,-77.4565,256
9503,CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,3/29/2002,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,35.2144,-80.9473,269
9504,SAN FRANCISCO INTL ARPT,B-737-300,None,3/30/2002,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,150.0,37.6213,-122.379,146
9505,LIHUE ARPT,B-717-200,None,3/30/2002,HAWAIIAN AIR,Hawaii,Approach,Small,Barn owl,Night,0,0,0,140.0,21.9788,-159.3438,217
9506,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,3/31/2002,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0,32.8998,-97.0403,908
9507,SAN FRANCISCO INTL ARPT,B-757-200,None,3/31/2002,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,37.6213,-122.379,146
9508,SEATTLE-TACOMA INTL,DHC8 DASH 8,None,3/31/2002,HORIZON AIR,Washington,Approach,Small,Unknown bird - small,Dawn,0,0,0,115.0,47.448,-122.3088,103
9509,SACRAMENTO INTL,B-737-300,None,3/31/2002,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,125.0,38.575764,-121.478851,352
9510,ORLANDO INTL,B-737-200,None,3/31/2002,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,28.4179,-81.3041,153
9511,CHARLESTON AFB/INTL ARPT,C-17A,None,4/1/2002,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0,32.894268,-80.038159,242
9512,LIHUE ARPT,B-737-200,None,4/1/2002,ALLEGHENYAIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,,21.9788,-159.3438,217
9513,CHICAGO O'HARE INTL ARPT,MD-88,None,4/1/2002,DELTA AIR LINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,41.9803,-87.909,430
9514,DETROIT METRO WAYNE COUNTY ARPT,A-320,None,4/1/2002,AMERICA WEST AIRLINES,Michigan,Climb,Small,Horned lark,Day,0,0,0,150.0,42.2162,-83.3554,74
9515,WASHINGTON DULLES INTL ARPT,CHALLENGER 300,None,4/1/2002,BUSINESS,DC,Approach,Small,Unknown bird - small,Night,0,0,0,135.0,38.9531,-77.4565,256
9516,INDIANAPOLIS INTL,CL-RJ100/200,None,4/1/2002,ATLANTIC COAST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,165.0,39.7169,-86.2956,144
9517,NASHVILLE INTL,B-737-300,None,4/1/2002,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,220.0,36.1263,-86.6774,297
9518,AUSTIN-BERGSTROM INTL,MD-80,None,4/2/2002,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,,30.1975,-97.6664,144
9519,PHILADELPHIA INTL,LEARJET-45,Minor,4/2/2002,BUSINESS,Pennsylvania,Climb,Medium,Unknown bird - medium,Dusk,2535,21552,24087,165.0,39.8729,-75.2437,225
9520,WASHINGTON DULLES INTL ARPT,B-727,None,4/2/2002,FEDEX EXPRESS,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,135.0,38.9531,-77.4565,256
9521,LIHUE ARPT,B-737-200,None,4/2/2002,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,,21.9788,-159.3438,217
9522,PORT COLUMBUS INTL,DORNIER 328,None,4/2/2002,ATLANTIC COAST AIRLINES,Ohio,Take-off run,Small,European starling,Day,0,0,0,,39.9999,-82.8872,112
9523,CHICAGO MIDWAY INTL ARPT,B-737-700,None,4/3/2002,SOUTHWEST AIRLINES,Illinois,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,130.0,41.7868,-87.7522,75
9524,RONALD REAGAN WASHINGTON NATL,A-320,None,4/3/2002,US AIRWAYS*,DC,Approach,Small,American robin,Dawn,0,0,0,,38.8512,-77.0402,219
9525,DETROIT METRO WAYNE COUNTY ARPT,A-320,None,4/3/2002,AMERICA WEST AIRLINES,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,170.0,42.2162,-83.3554,74
9526,LIHUE ARPT,B-717-200,None,4/3/2002,HAWAIIAN AIR,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0,21.9788,-159.3438,217
9527,PORT COLUMBUS INTL,DORNIER 328,Substantial,4/3/2002,ATLANTIC COAST AIRLINES,Ohio,Climb,Small,Unknown bird - small,Night,0,0,0,,39.9999,-82.8872,112
9528,PORT COLUMBUS INTL,DORNIER 328,Substantial,4/4/2002,ATLANTIC COAST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Night,0,0,0,,39.9999,-82.8872,112
9529,NEW ORLEANS INTL,B-737,Medium,4/4/2002,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,,29.9911,-90.2592,183
9530,NEW ORLEANS INTL,B-737,None,4/4/2002,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,,29.9911,-90.2592,183
9531,SEATTLE-TACOMA INTL,DHC8 DASH 8,None,4/4/2002,HORIZON AIR,Washington,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,47.448,-122.3088,103
9532,CHICAGO O'HARE INTL ARPT,EMB-145,None,4/6/2002,AMERICAN EAGLE AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Dusk,0,0,0,230.0,41.9803,-87.909,430
9533,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,4/6/2002,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145.0,32.8998,-97.0403,908
9534,CLEVELAND-HOPKINS INTL ARPT,EMB-145,Minor,4/7/2002,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Large,Unknown bird - large,Dusk,0,0,0,,41.4058,-81.8539,98
9535,CHICAGO O'HARE INTL ARPT,EMB-145,None,4/7/2002,AMERICAN EAGLE AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0,41.9803,-87.909,430
9536,DALLAS/FORT WORTH INTL ARPT,A-320,None,4/7/2002,UNITED AIRLINES,Texas,Landing Roll,Medium,Ring-billed gull,Dusk,0,0,0,,32.8998,-97.0403,908
9537,KANSAS CITY INTL,A-319,Medium,4/8/2002,AMERICA WEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,39.3036,-94.7093,187
9538,HONOLULU INTL ARPT,KC-135R,None,4/8/2002,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,160.0,21.3186,-157.9253,135
9539,SAN ANTONIO INTL,MD-80,None,4/9/2002,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,131.0,29.5312,-98.4683,158
9540,DALLAS/FORT WORTH INTL ARPT,B-727,None,4/9/2002,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,135.0,32.8998,-97.0403,908
9541,PHOENIX SKY HARBOR,B-737-200,None,4/10/2002,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0,33.4352,-112.0101,111
9542,LOGAN INTL,A-320,None,4/10/2002,AMERICA WEST AIRLINES,Massachusetts,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,,42.3656,-71.0096,146
9543,CHICAGO O'HARE INTL ARPT,MD-80,None,4/10/2002,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250.0,41.9803,-87.909,430
9544,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,4/10/2002,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,,39.0508,-84.6673,263
9545,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,4/11/2002,ATLANTIC COAST AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,,38.9531,-77.4565,256
9546,MINNEAPOLIS-ST PAUL INTL,C-560,None,4/11/2002,BUSINESS,Minnesota,Climb,Small,Unknown bird - small,Day,0,0,0,200.0,44.8848,-93.2223,103
9547,LIHUE ARPT,B-717-200,None,4/12/2002,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0,21.9788,-159.3438,217
9548,NEWARK LIBERTY INTL ARPT,MD-80,None,4/12/2002,DELTA AIR LINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,,40.6895,-74.1745,206
9549,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/12/2002,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,29.9902,-95.3368,134
9550,DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/13/2002,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0,32.8998,-97.0403,908
9551,DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,4/14/2002,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0,32.8998,-97.0403,908
9552,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/14/2002,AMERICA WEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,29.9902,-95.3368,134
9553,MINNEAPOLIS-ST PAUL INTL,A-320,Medium,4/14/2002,AMERICA WEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,44.8848,-93.2223,103
9554,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,4/14/2002,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,210.0,41.4058,-81.8539,98
9555,MEMPHIS INTL,A-300,None,4/14/2002,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,35.1495,-90.049,272
9556,GREATER PITTSBURGH,B-737-300,None,4/15/2002,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0,40.3565,-79.9193,289
9557,KANSAS CITY INTL,B-737-200,None,4/15/2002,FRONTIER AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,240.0,39.3036,-94.7093,187
9558,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,4/15/2002,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,,38.9531,-77.4565,256
9559,NEW ORLEANS INTL,B-737-200,None,4/15/2002,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Chimney swift,Day,0,0,0,130.0,29.9911,-90.2592,183
9560,HOUSTON-HOBBY,B-737-300,Minor,4/16/2002,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0,29.6459,-95.2769,151
9561,HOUSTON-HOBBY,B-737-200,None,4/16/2002,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,210.0,29.6459,-95.2769,151
9562,SAN FRANCISCO INTL ARPT,B-737-300,None,4/16/2002,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,37.6213,-122.379,146
9563,LOS ANGELES INTL,A-320,None,4/16/2002,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,33.9416,-118.4085,166
9564,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,4/16/2002,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,155.0,38.9531,-77.4565,256
9565,CHARLESTON AFB/INTL ARPT,DORNIER 328,None,4/16/2002,ATLANTIC COAST AIRLINES,South Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,125.0,32.894268,-80.038159,242
9566,CHICAGO MIDWAY INTL ARPT,B-737-700,None,4/17/2002,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,200.0,41.7868,-87.7522,75
9567,BALTIMORE WASH INTL,B-737-700,None,4/17/2002,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,130.0,39.17329,-76.68408,201
9568,NEWARK LIBERTY INTL ARPT,DC-10,None,4/18/2002,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6895,-74.1745,206
9569,LIHUE ARPT,B-737-200,None,4/18/2002,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,21.9788,-159.3438,217
9570,DENVER INTL AIRPORT,BE-1900,None,4/19/2002,GREAT LAKES AIRLINES,Colorado,Climb,Small,Rock pigeon,Day,0,0,0,120.0,39.8493,-104.6738,187
9571,LOS ANGELES INTL,B-737-700,None,4/20/2002,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,135.0,33.9416,-118.4085,166
9572,LOUISVILLE INTL ARPT,B-757-200,None,4/20/2002,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,38.186,-85.7412,272
9573,LAMBERT-ST LOUIS INTL,MD-80,Medium,4/21/2002,AMERICAN AIRLINES,Missouri,Approach,Large,Canada goose,Day,0,0,0,126.0,38.7499,-90.3748,189
9574,PORTLAND INTL (OR),DHC8 DASH 8,None,4/21/2002,HORIZON AIR,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,45.5898,-122.5951,245
9575,SACRAMENTO INTL,A-320,None,4/22/2002,UNITED AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,,38.575764,-121.478851,352
9576,PHOENIX SKY HARBOR,B-737-300,None,4/22/2002,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,33.4352,-112.0101,111
9577,METRO OAKLAND INTL,MD-11,None,4/22/2002,FEDEX EXPRESS,California,Descent,Small,Unknown bird - small,Night,0,0,0,,37.7126,-122.2197,106
9578,PORTLAND INTL (OR),B-757-200,Minor,4/23/2002,UNITED AIRLINES,Oregon,Take-off run,Medium,Red-tailed hawk,Day,0,317,317,180.0,45.5898,-122.5951,245
9579,SACRAMENTO INTL,B-737-300,None,4/23/2002,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,,38.575764,-121.478851,352
9580,RONALD REAGAN WASHINGTON NATL,A-319,None,4/23/2002,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,170.0,38.8512,-77.0402,219
9581,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,4/23/2002,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,35.2144,-80.9473,269
9582,FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,None,4/23/2002,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150.0,26.0742,-80.1506,93
9583,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,None,4/23/2002,SOUTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,26.0742,-80.1506,93
9584,INDIANAPOLIS INTL,B-737-700,None,4/23/2002,SOUTHWEST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,39.7169,-86.2956,144
9585,NEWARK LIBERTY INTL ARPT,DORNIER 328,None,4/24/2002,ATLANTIC COAST AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0,40.6895,-74.1745,206
9586,MEMPHIS INTL,B-727-100,None,4/24/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,175.0,35.1495,-90.049,272
9587,HOUSTON-HOBBY,B-737-700,None,4/24/2002,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,270.0,29.6459,-95.2769,151
9588,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,4/24/2002,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,132.0,32.8998,-97.0403,908
9589,HOUSTON-HOBBY,B-737-200,None,4/24/2002,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,29.6459,-95.2769,151
9590,CHICAGO MIDWAY INTL ARPT,B-737-300,None,4/25/2002,SOUTHWEST AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,100.0,41.7868,-87.7522,75
9591,DALLAS/FORT WORTH INTL ARPT,A-300,None,4/25/2002,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
9592,LIHUE ARPT,B-717-200,None,4/25/2002,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,,21.9788,-159.3438,217
9593,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,4/25/2002,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,135.0,35.2144,-80.9473,269
9594,GREATER PITTSBURGH,B-737-300,None,4/25/2002,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,60.0,40.3565,-79.9193,289
9595,ORLANDO INTL,B-737-700,None,4/25/2002,SOUTHWEST AIRLINES,Florida,Climb,Small,Unknown bird - small,Night,0,0,0,230.0,28.4179,-81.3041,153
9596,SACRAMENTO INTL,B-737-400,Medium,4/26/2002,ALASKA AIRLINES,California,Climb,Small,European starling,Day,0,0,0,140.0,38.575764,-121.478851,352
9597,RONALD REAGAN WASHINGTON NATL,A-320,None,4/26/2002,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,,38.8512,-77.0402,219
9598,FORT LAUDERDALE/HOLLYWOOD INTL,CL-600,Medium,4/27/2002,BUSINESS,Florida,Approach,Large,Turkey vulture,Day,0,0,0,170.0,26.0742,-80.1506,93
9599,LIHUE ARPT,B-717-200,None,4/27/2002,HAWAIIAN AIR,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,180.0,21.9788,-159.3438,217
9600,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/27/2002,AMERICA WEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,210.0,29.9902,-95.3368,134
9601,MEMPHIS INTL,A-300,None,4/28/2002,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,,35.1495,-90.049,272
9602,NASHVILLE INTL,B-737-300,None,4/28/2002,US AIRWAYS*,Tennessee,Approach,Small,American robin,Day,0,0,0,145.0,36.1263,-86.6774,297
9603,HOUSTON-HOBBY,B-737,None,4/28/2002,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,245.0,29.6459,-95.2769,151
9604,NEW ORLEANS INTL,A-319,None,4/28/2002,US AIRWAYS*,Louisiana,Climb,Small,European starling,Day,0,0,0,180.0,29.9911,-90.2592,183
9605,FORT LAUDERDALE/HOLLYWOOD INTL,A-320,None,4/29/2002,AIR CANADA,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,,26.0742,-80.1506,93
9606,PORT COLUMBUS INTL,B-737-300,None,4/29/2002,UNITED AIRLINES,Ohio,Approach,Small,Mourning dove,Night,0,0,0,,39.9999,-82.8872,112
9607,PORTLAND INTL (OR),F-15A,None,4/30/2002,MILITARY,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0,45.5898,-122.5951,245
9608,MEMPHIS INTL,DC-10,None,4/30/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9609,LAMBERT-ST LOUIS INTL,B-737-300,None,4/30/2002,UNITED AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,38.7499,-90.3748,189
9610,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,4/30/2002,ATLANTIC COAST AIRLINES,DC,Landing Roll,Small,Eastern meadowlark,Dawn,0,0,0,100.0,38.9531,-77.4565,256
9611,RONALD REAGAN WASHINGTON NATL,A-320,None,4/30/2002,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Day,0,0,0,,38.8512,-77.0402,219
9612,MINETA SAN JOSE INTL,B-737-500,None,4/30/2002,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,37.3639,-121.9289,120
9613,NEW ORLEANS INTL,A-320,None,5/1/2002,UNITED AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,,29.9911,-90.2592,183
9614,INDIANAPOLIS INTL,DC-10-10,None,5/1/2002,FEDEX EXPRESS,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0,39.7169,-86.2956,144
9615,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,5/1/2002,UNITED AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0,41.4058,-81.8539,98
9616,MEMPHIS INTL,B-727-200,None,5/1/2002,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9617,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,5/1/2002,AIR CANADA,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,220.0,38.9531,-77.4565,256
9618,BALTIMORE WASH INTL,EMB-135,None,5/1/2002,AMERICAN EAGLE AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,230.0,39.17329,-76.68408,201
9619,PHOENIX SKY HARBOR,A-320,Minor,5/1/2002,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,240.0,33.4352,-112.0101,111
9620,RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,5/1/2002,AIR CANADA,DC,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,38.8512,-77.0402,219
9621,CHARLESTON AFB/INTL ARPT,C-17A,None,5/2/2002,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,230.0,32.894268,-80.038159,242
9622,ATLANTA INTL,B-727-100,None,5/2/2002,FEDEX EXPRESS,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,,33.6407,-84.4277,211
9623,MEMPHIS INTL,A-300,None,5/2/2002,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,,35.1495,-90.049,272
9624,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,5/2/2002,ATLANTIC COAST AIRLINES,Kentucky,Approach,Small,Mourning dove,Dawn,0,0,0,,39.0508,-84.6673,263
9625,SAN FRANCISCO INTL ARPT,B-767-300,None,5/2/2002,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0,37.6213,-122.379,146
